Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
1766,Оптимизировать запросы базы данных,Проверить целостность данных,ToDo,Medium,maria,2026-02-02T00:00:00,2026-02-05T00:00:00,KAN-1766,5
1767,Исправить проблему drag and drop,Исправить проблему с блокировками,Done,Medium,maria,2026-04-06T00:00:00,2026-04-10T00:00:00,KAN-1767,1
1768,Добавить страницу настроек проекта,Оптимизировать процесс входа,Done,Medium,ivan|john,2026-04-10T00:00:00,,KAN-1768,4
1769,Добавить обработку ошибок БД,Добавить журнал активности,Done,Medium,maria,2026-01-03T00:00:00,,KAN-1769,1
1770,Реализовать дополнительную бизнес-логику,Интегрировать с внешними сервисами,InProgress,Medium,maria,2026-02-13T00:00:00,2026-02-22T00:00:00,KAN-1770,5
1771,Улучшить производительность доски,Добавить роли пользователей,ToDo,Medium,maria|anna,2026-03-22T00:00:00,,KAN-1771,1
1772,Улучшить производительность доски,Добавить комментарии к задачам,ToDo,Medium,olga,2026-03-16T00:00:00,2026-04-01T00:00:00,KAN-1772,3
1773,Добавить настройку частоты уведомлений,Обновить интерфейс страницы,InProgress,Medium,ivan,2026-04-02T00:00:00,2026-04-02T00:00:00,KAN-1773,5
1774,Рефакторинг авторизации,Добавить логирование ошибок,InProgress,High,anna|john,2026-02-20T00:00:00,2026-03-03T00:00:00,KAN-1774,2
1775,Проверить целостность данных,Интегрировать с внешними сервисами,Review,Medium,alex|maria,2026-01-10T00:00:00,2026-01-25T00:00:00,KAN-1775,1
1776,Добавить индексы для таблиц,Исправить проблему с блокировками,ToDo,Medium,ivan,2026-03-20T00:00:00,,KAN-1776,4
1777,Добавить индексы для таблиц,Оптимизировать транзакции,Review,Low,olga,2026-04-06T00:00:00,,KAN-1777,1
1778,Реализовать шаблоны уведомлений,Добавить логирование ошибок авторизации,Done,Low,ivan,2026-04-05T00:00:00,2026-04-13T00:00:00,KAN-1778,5
1779,Добавить дедлайны задач,Добавить комментарии к задачам,InProgress,High,maria|john,2026-01-03T00:00:00,2026-01-12T00:00:00,KAN-1779,3
1780,Добавить восстановление пароля,Оптимизировать текущую реализацию,ToDo,High,ivan,2026-02-07T00:00:00,2026-02-07T00:00:00,KAN-1780,4
1781,Реализовать новую функцию интерфейса,Рефакторинг авторизации,InProgress,Medium,anna,2026-03-19T00:00:00,,KAN-1781,3
1782,Добавить восстановление пароля,Проверить целостность данных,Done,Low,olga,2026-02-23T00:00:00,,KAN-1782,3
1783,Рефакторинг авторизации,Проверить целостность данных,Done,Low,john,2026-03-27T00:00:00,2026-04-02T00:00:00,KAN-1783,5
1784,Оптимизировать процесс входа,Обновить интерфейс страницы,InProgress,Low,maria,2026-01-12T00:00:00,,KAN-1784,3
1785,Добавить метки задач,Исправить ошибку регистрации,InProgress,Low,olga|john,2026-01-26T00:00:00,2026-01-30T00:00:00,KAN-1785,4
1786,Добавить дедлайны задач,Добавить двухфакторную аутентификацию,ToDo,High,maria|anna,2026-03-22T00:00:00,2026-04-11T00:00:00,KAN-1786,5
1787,Добавить восстановление пароля,Пользователь может выполнить действие с некорректными данными,InProgress,High,alex,2026-02-28T00:00:00,2026-03-12T00:00:00,KAN-1787,5
1788,Улучшить проверку логина,Добавить индексы для таблиц,ToDo,Low,ivan,2026-03-09T00:00:00,,KAN-1788,1
1789,Исправить ошибку регистрации,Реализовать дополнительную бизнес-логику,ToDo,Low,anna|maria,2026-03-19T00:00:00,2026-04-01T00:00:00,KAN-1789,4
1790,Реализовать поиск задач,Добавить комментарии к задачам,Done,Medium,anna,2026-03-14T00:00:00,,KAN-1790,5
1791,Добавить страницу настроек проекта,Добавить обработку ошибок БД,Done,Low,alex,2026-01-16T00:00:00,2026-02-04T00:00:00,KAN-1791,4
1792,Оптимизировать процесс входа,Проверить целостность данных,InProgress,Medium,john,2026-03-10T00:00:00,2026-03-22T00:00:00,KAN-1792,1
1793,Реализовать отправку email,Улучшить проверку логина,Done,Low,maria,2026-04-07T00:00:00,,KAN-1793,2
1794,Добавить восстановление пароля,Исправить нестабильное поведение функции,InProgress,Low,ivan|john,2026-02-26T00:00:00,2026-03-01T00:00:00,KAN-1794,1
1795,Обновить интерфейс страницы,Добавить обработку ошибок БД,Done,Medium,alex|ivan,2026-01-08T00:00:00,2026-01-22T00:00:00,KAN-1795,1
1796,Исправить загрузку аватаров,Исправить загрузку аватаров,Done,Medium,olga|ivan,2026-01-29T00:00:00,2026-02-11T00:00:00,KAN-1796,5
1797,Исправить ошибку регистрации,Обновить интерфейс страницы,InProgress,Medium,john|olga,2026-04-03T00:00:00,2026-04-13T00:00:00,KAN-1797,2
1798,Добавить комментарии к задачам,Оптимизировать процесс входа,Review,High,anna|maria,2026-01-08T00:00:00,,KAN-1798,2
1799,Реализовать кэширование запросов,Добавить настройку частоты уведомлений,InProgress,Low,maria,2026-03-20T00:00:00,,KAN-1799,4
1800,Реализовать поиск задач,Реализовать обработку ошибок отправки,Done,Medium,ivan,2026-02-15T00:00:00,,KAN-1800,5
1801,Реализовать шаблоны уведомлений,Проверить целостность данных,Review,Medium,alex|olga,2026-03-11T00:00:00,2026-03-19T00:00:00,KAN-1801,5
1802,Добавить уведомления,Добавить страницу настроек проекта,Review,Low,anna,2026-01-15T00:00:00,2026-01-31T00:00:00,KAN-1802,2
1803,Исправить ошибку авторизации,Пользователь может выполнить действие с некорректными данными,InProgress,High,anna,2026-02-19T00:00:00,2026-03-01T00:00:00,KAN-1803,4
1804,Исправить нестабильное поведение функции,Добавить проверку токена,InProgress,Low,maria,2026-02-12T00:00:00,2026-02-18T00:00:00,KAN-1804,2
1805,Исправить ошибку регистрации,Добавить новую возможность для пользователей,Done,High,john|anna,2026-04-06T00:00:00,2026-04-10T00:00:00,KAN-1805,4
1806,Исправить проблему drag and drop,Исправить загрузку аватаров,Done,High,olga,2026-01-17T00:00:00,,KAN-1806,1
1807,Оптимизировать процесс входа,Пользователь может выполнить действие с некорректными данными,ToDo,Medium,olga|alex,2026-02-14T00:00:00,,KAN-1807,5
1808,Интегрировать с внешними сервисами,Добавить комментарии к задачам,ToDo,Low,john|maria,2026-01-07T00:00:00,2026-01-21T00:00:00,KAN-1808,2
1809,Добавить восстановление пароля,Добавить новую возможность для пользователей,Done,Medium,olga,2026-03-14T00:00:00,2026-04-02T00:00:00,KAN-1809,2
1810,Добавить уведомления,Иногда возникает ошибка при работе с API,InProgress,Medium,ivan,2026-02-22T00:00:00,2026-03-08T00:00:00,KAN-1810,5
1811,Добавить двухфакторную аутентификацию,Добавить журнал активности,InProgress,Low,olga,2026-03-16T00:00:00,2026-03-20T00:00:00,KAN-1811,1
1812,Исправить загрузку аватаров,Обновить интерфейс страницы,ToDo,High,alex,2026-02-27T00:00:00,2026-03-09T00:00:00,KAN-1812,1
1813,Добавить восстановление пароля,Добавить проверку данных,Review,Medium,maria,2026-02-17T00:00:00,2026-02-25T00:00:00,KAN-1813,5
1814,Добавить обработку ошибок отправки,Оптимизировать транзакции,InProgress,Medium,olga,2026-03-10T00:00:00,2026-03-30T00:00:00,KAN-1814,2
1815,Улучшить проверку логина,Обновить интерфейс страницы,InProgress,High,ivan|john,2026-02-06T00:00:00,2026-02-10T00:00:00,KAN-1815,3
1816,Добавить обработку ошибок отправки,Реализовать новую функцию интерфейса,ToDo,Low,john,2026-02-13T00:00:00,,KAN-1816,1
1817,Добавить уведомления,Добавить журнал отправленных уведомлений,Review,Medium,alex,2026-02-10T00:00:00,,KAN-1817,3
1818,Добавить журнал изменений БД,Добавить двухфакторную аутентификацию,InProgress,Medium,alex|olga,2026-02-20T00:00:00,2026-03-12T00:00:00,KAN-1818,1
1819,Добавить настройку частоты уведомлений,Реализовать обработку ошибок отправки,Review,Medium,maria|olga,2026-02-21T00:00:00,,KAN-1819,2
1820,Добавить проверку токена,Проверить целостность данных,InProgress,Medium,anna|alex,2026-02-10T00:00:00,2026-03-01T00:00:00,KAN-1820,2
1821,Добавить уведомления,Добавить логирование ошибок авторизации,ToDo,Medium,anna,2026-02-04T00:00:00,2026-02-05T00:00:00,KAN-1821,3
1822,Добавить роли пользователей,Добавить дедлайны задач,ToDo,High,maria,2026-01-31T00:00:00,2026-02-09T00:00:00,KAN-1822,4
1823,Исправить проблему drag and drop,Добавить двухфакторную аутентификацию,Done,Medium,alex|maria,2026-01-23T00:00:00,2026-02-09T00:00:00,KAN-1823,3
1824,Исправить ошибку авторизации,Добавить индексы для таблиц,InProgress,High,alex,2026-02-03T00:00:00,2026-02-22T00:00:00,KAN-1824,5
1825,Интегрировать с внешними сервисами,Исправить загрузку аватаров,Review,Medium,maria|anna,2026-02-07T00:00:00,2026-02-25T00:00:00,KAN-1825,2
1826,Исправить нестабильное поведение функции,Исправить ошибку регистрации,Review,Medium,olga|alex,2026-03-17T00:00:00,2026-03-30T00:00:00,KAN-1826,3
1827,Добавить логирование ошибок авторизации,Добавить проверку данных,Review,Medium,ivan|alex,2026-01-15T00:00:00,2026-01-30T00:00:00,KAN-1827,2
1828,Реализовать шаблоны уведомлений,Добавить страницу настроек проекта,InProgress,Low,maria|john,2026-03-17T00:00:00,2026-04-05T00:00:00,KAN-1828,4
1829,Оптимизировать транзакции,Реализовать обработку ошибок отправки,InProgress,Medium,maria,2026-01-15T00:00:00,2026-01-22T00:00:00,KAN-1829,1
1830,Добавить метки задач,Исправить проблему с блокировками,Review,Low,anna|ivan,2026-03-09T00:00:00,2026-03-15T00:00:00,KAN-1830,5
1831,Обновить интерфейс страницы,Добавить журнал отправленных уведомлений,Done,Medium,john|olga,2026-01-14T00:00:00,2026-01-25T00:00:00,KAN-1831,1
1832,Исправить ошибку авторизации,Исправить нестабильное поведение функции,ToDo,High,olga,2026-02-16T00:00:00,2026-02-21T00:00:00,KAN-1832,5
1833,Интегрировать с внешними сервисами,Реализовать обработку ошибок отправки,InProgress,High,olga,2026-04-09T00:00:00,,KAN-1833,5
1834,Оптимизировать отправку сообщений,Улучшить проверку логина,InProgress,High,olga,2026-01-08T00:00:00,2026-01-28T00:00:00,KAN-1834,5
1835,Исправить загрузку аватаров,Оптимизировать процесс входа,ToDo,Low,olga,2026-03-05T00:00:00,,KAN-1835,2
1836,Добавить дедлайны задач,Интегрировать с внешними сервисами,ToDo,Low,anna,2026-04-03T00:00:00,2026-04-23T00:00:00,KAN-1836,5
1837,Добавить метки задач,Добавить журнал отправленных уведомлений,ToDo,Medium,alex,2026-02-26T00:00:00,,KAN-1837,3
1838,Оптимизировать транзакции,Оптимизировать транзакции,InProgress,High,anna,2026-01-13T00:00:00,2026-01-23T00:00:00,KAN-1838,2
1839,Добавить двухфакторную аутентификацию,Реализовать новую функцию интерфейса,ToDo,Medium,olga|ivan,2026-01-09T00:00:00,,KAN-1839,1
1840,Добавить настройку частоты уведомлений,Реализовать поиск задач,Done,Medium,olga|maria,2026-03-25T00:00:00,2026-03-27T00:00:00,KAN-1840,4
1841,Добавить двухфакторную аутентификацию,Пользователь может выполнить действие с некорректными данными,Done,High,maria,2026-01-23T00:00:00,2026-01-27T00:00:00,KAN-1841,1
1842,Добавить двухфакторную аутентификацию,Оптимизировать текущую реализацию,ToDo,Low,alex,2026-02-17T00:00:00,2026-03-02T00:00:00,KAN-1842,2
1843,Добавить уведомления,Исправить загрузку аватаров,ToDo,High,ivan,2026-02-17T00:00:00,2026-03-09T00:00:00,KAN-1843,5
1844,Исправить ошибку регистрации,Обновить интерфейс страницы,InProgress,High,ivan,2026-02-09T00:00:00,2026-02-21T00:00:00,KAN-1844,5
1845,Добавить обработку ошибок отправки,Исправить нестабильное поведение функции,Review,Low,john|ivan,2026-01-22T00:00:00,2026-01-30T00:00:00,KAN-1845,1
1846,Добавить обработку ошибок отправки,Реализовать обработку ошибок отправки,ToDo,Low,olga,2026-04-03T00:00:00,2026-04-20T00:00:00,KAN-1846,1
1847,Добавить двухфакторную аутентификацию,Обновить интерфейс страницы,InProgress,High,maria|ivan,2026-02-01T00:00:00,2026-02-10T00:00:00,KAN-1847,5
1848,Добавить обработку ошибок отправки,Добавить комментарии к задачам,InProgress,Medium,maria|alex,2026-01-18T00:00:00,2026-02-05T00:00:00,KAN-1848,1
1849,Добавить новые связи между таблицами,Добавить обработку ошибок БД,InProgress,High,maria,2026-02-10T00:00:00,,KAN-1849,3
1850,Добавить страницу настроек проекта,Интегрировать с внешними сервисами,InProgress,High,maria,2026-03-04T00:00:00,2026-03-24T00:00:00,KAN-1850,1
1851,Добавить проверку токена,Добавить журнал активности,ToDo,High,anna|ivan,2026-03-21T00:00:00,2026-03-24T00:00:00,KAN-1851,4
1852,Оптимизировать отправку сообщений,Иногда возникает ошибка при работе с API,Review,Medium,john|alex,2026-01-02T00:00:00,2026-01-08T00:00:00,KAN-1852,3
1853,Реализовать шаблоны уведомлений,Добавить логирование ошибок авторизации,Done,Medium,olga|john,2026-03-14T00:00:00,,KAN-1853,3
1854,Добавить логирование ошибок авторизации,Добавить проверку данных,Review,High,olga,2026-04-01T00:00:00,,KAN-1854,2
1855,Реализовать отправку email,Реализовать шаблоны уведомлений,ToDo,Low,alex|maria,2026-01-15T00:00:00,,KAN-1855,4
1856,Проверить целостность данных,Добавить восстановление пароля,InProgress,Medium,olga,2026-04-01T00:00:00,,KAN-1856,3
1857,Добавить страницу настроек проекта,Добавить журнал отправленных уведомлений,ToDo,Low,john|alex,2026-03-06T00:00:00,2026-03-19T00:00:00,KAN-1857,5
1858,Исправить ошибку авторизации,Добавить логирование ошибок,InProgress,High,ivan,2026-03-11T00:00:00,2026-03-30T00:00:00,KAN-1858,1
1859,Проверить целостность данных,Обновить механизм сессий,Done,Low,ivan,2026-03-20T00:00:00,2026-04-07T00:00:00,KAN-1859,5
1860,Добавить роли пользователей,Добавить восстановление пароля,InProgress,Low,john|ivan,2026-02-08T00:00:00,,KAN-1860,3
1861,Добавить роли пользователей,Добавить двухфакторную аутентификацию,Done,Medium,olga,2026-01-31T00:00:00,2026-02-07T00:00:00,KAN-1861,1
1862,Добавить двухфакторную аутентификацию,Иногда возникает ошибка при работе с API,ToDo,Medium,ivan|olga,2026-01-29T00:00:00,,KAN-1862,3
1863,Реализовать кэширование запросов,Добавить новые связи между таблицами,ToDo,Low,john,2026-02-28T00:00:00,,KAN-1863,1
1864,Добавить логирование ошибок авторизации,Необходимо улучшить производительность запроса,InProgress,Medium,alex|john,2026-03-30T00:00:00,2026-04-19T00:00:00,KAN-1864,5
1865,Проверить целостность данных,Реализовать шаблоны уведомлений,InProgress,Low,anna,2026-03-06T00:00:00,2026-03-09T00:00:00,KAN-1865,5
1866,Добавить проверку токена,Добавить новую возможность для пользователей,Review,Medium,alex,2026-04-05T00:00:00,2026-04-15T00:00:00,KAN-1866,3
1867,Оптимизировать процесс входа,Необходимо улучшить производительность запроса,InProgress,Low,olga|john,2026-01-02T00:00:00,,KAN-1867,1
1868,Исправить нестабильное поведение функции,Добавить комментарии к задачам,InProgress,Medium,ivan|anna,2026-04-04T00:00:00,2026-04-17T00:00:00,KAN-1868,4
1869,Добавить роли пользователей,Улучшить проверку логина,Review,Medium,anna|maria,2026-02-14T00:00:00,2026-03-01T00:00:00,KAN-1869,5
1870,Реализовать поиск задач,Добавить проверку токена,Review,Medium,anna|maria,2026-04-09T00:00:00,2026-04-14T00:00:00,KAN-1870,1
1871,Добавить метки задач,Добавить новые связи между таблицами,InProgress,Low,alex|anna,2026-02-21T00:00:00,2026-03-13T00:00:00,KAN-1871,1
1872,Обновить интерфейс страницы,Добавить дедлайны задач,Review,Low,olga|anna,2026-01-08T00:00:00,2026-01-22T00:00:00,KAN-1872,4
1873,Оптимизировать отправку сообщений,Добавить страницу настроек проекта,InProgress,Low,maria|ivan,2026-01-28T00:00:00,2026-02-15T00:00:00,KAN-1873,5
1874,Добавить обработку ошибок отправки,Добавить дедлайны задач,ToDo,Medium,maria,2026-02-23T00:00:00,,KAN-1874,1
1875,Реализовать дополнительную бизнес-логику,Добавить роли пользователей,InProgress,Low,john|maria,2026-04-02T00:00:00,2026-04-17T00:00:00,KAN-1875,1
1876,Рефакторинг авторизации,Проверить целостность данных,InProgress,Medium,anna,2026-03-16T00:00:00,2026-03-25T00:00:00,KAN-1876,4
1877,Реализовать новую функцию интерфейса,Добавить журнал изменений БД,Review,Medium,alex,2026-03-25T00:00:00,2026-04-08T00:00:00,KAN-1877,5
1878,Добавить двухфакторную аутентификацию,Добавить индексы для таблиц,Review,Medium,maria,2026-01-06T00:00:00,2026-01-23T00:00:00,KAN-1878,3
1879,Улучшить проверку логина,Добавить новую возможность для пользователей,Review,Low,john|anna,2026-01-22T00:00:00,,KAN-1879,4
1880,Добавить индексы для таблиц,Реализовать кэширование запросов,ToDo,Medium,john,2026-01-02T00:00:00,,KAN-1880,4
1881,Исправить проблему drag and drop,Добавить страницу настроек проекта,Done,Medium,alex,2026-01-30T00:00:00,2026-02-01T00:00:00,KAN-1881,4
1882,Реализовать дополнительную бизнес-логику,Добавить двухфакторную аутентификацию,Done,Medium,olga|ivan,2026-01-24T00:00:00,,KAN-1882,1
1883,Добавить комментарии к задачам,Добавить роли пользователей,ToDo,Medium,john,2026-03-10T00:00:00,,KAN-1883,3
1884,Улучшить производительность доски,Оптимизировать транзакции,InProgress,Medium,maria,2026-02-03T00:00:00,2026-02-16T00:00:00,KAN-1884,5
1885,Реализовать отправку email,Оптимизировать отправку сообщений,Done,Medium,john,2026-02-10T00:00:00,2026-02-25T00:00:00,KAN-1885,2
1886,Реализовать поиск задач,Добавить журнал отправленных уведомлений,InProgress,Medium,john,2026-01-11T00:00:00,,KAN-1886,1
1887,Интегрировать с внешними сервисами,Реализовать обработку ошибок отправки,InProgress,Low,john|ivan,2026-03-17T00:00:00,2026-03-19T00:00:00,KAN-1887,5
1888,Обновить механизм сессий,Пользователь может выполнить действие с некорректными данными,ToDo,Medium,alex|john,2026-01-22T00:00:00,2026-02-08T00:00:00,KAN-1888,4
1889,Проверить целостность данных,Реализовать обработку ошибок отправки,InProgress,High,ivan,2026-02-10T00:00:00,,KAN-1889,4
1890,Добавить роли пользователей,Добавить настройку частоты уведомлений,InProgress,Medium,maria|john,2026-02-27T00:00:00,2026-03-05T00:00:00,KAN-1890,3
1891,Реализовать новую функцию интерфейса,Исправить загрузку аватаров,Done,Medium,anna|olga,2026-04-09T00:00:00,2026-04-14T00:00:00,KAN-1891,1
1892,Исправить загрузку аватаров,Добавить проверку токена,ToDo,High,anna|olga,2026-03-09T00:00:00,2026-03-11T00:00:00,KAN-1892,1
1893,Добавить обработку ошибок БД,Добавить двухфакторную аутентификацию,ToDo,Medium,ivan|maria,2026-03-20T00:00:00,2026-03-24T00:00:00,KAN-1893,3
1894,Добавить проверку токена,Реализовать дополнительную бизнес-логику,ToDo,High,anna,2026-01-03T00:00:00,2026-01-04T00:00:00,KAN-1894,1
1895,Оптимизировать запросы базы данных,Проверить целостность данных,Review,Low,anna|ivan,2026-02-11T00:00:00,,KAN-1895,3
1896,Реализовать отправку email,Добавить дедлайны задач,InProgress,Medium,olga|maria,2026-02-18T00:00:00,2026-02-21T00:00:00,KAN-1896,5
1897,Обновить интерфейс страницы,Иногда возникает ошибка при работе с API,Review,High,maria|ivan,2026-01-26T00:00:00,,KAN-1897,1
1898,Добавить журнал отправленных уведомлений,Добавить проверку токена,ToDo,Medium,maria,2026-01-16T00:00:00,2026-02-03T00:00:00,KAN-1898,4
1899,Реализовать шаблоны уведомлений,Исправить нестабильное поведение функции,InProgress,Low,olga,2026-01-18T00:00:00,2026-01-31T00:00:00,KAN-1899,5
1900,Добавить двухфакторную аутентификацию,Пользователь может выполнить действие с некорректными данными,Review,Low,maria|ivan,2026-03-21T00:00:00,2026-03-29T00:00:00,KAN-1900,4
1901,Оптимизировать процесс входа,Иногда возникает ошибка при работе с API,InProgress,Medium,ivan|john,2026-04-07T00:00:00,2026-04-26T00:00:00,KAN-1901,4
1902,Реализовать дополнительную бизнес-логику,Оптимизировать отправку сообщений,Done,Low,maria,2026-04-02T00:00:00,,KAN-1902,4
1903,Оптимизировать запросы базы данных,Добавить журнал активности,Done,Low,maria,2026-04-09T00:00:00,2026-04-12T00:00:00,KAN-1903,5
1904,Добавить проверку токена,Пользователь может выполнить действие с некорректными данными,ToDo,High,alex,2026-04-03T00:00:00,2026-04-18T00:00:00,KAN-1904,2
1905,Реализовать новую функцию интерфейса,Реализовать обработку ошибок отправки,ToDo,Medium,ivan,2026-04-09T00:00:00,2026-04-28T00:00:00,KAN-1905,2
1906,Добавить обработку ошибок БД,Проверить целостность данных,InProgress,Low,john|anna,2026-04-06T00:00:00,,KAN-1906,1
1907,Добавить логирование ошибок авторизации,Добавить новую возможность для пользователей,Review,High,maria|ivan,2026-03-13T00:00:00,2026-03-14T00:00:00,KAN-1907,4
1908,Реализовать кэширование запросов,Обновить механизм сессий,Done,Medium,olga|maria,2026-02-07T00:00:00,2026-02-27T00:00:00,KAN-1908,2
1909,Рефакторинг авторизации,Необходимо улучшить производительность запроса,InProgress,Medium,anna,2026-03-18T00:00:00,2026-03-21T00:00:00,KAN-1909,2
1910,Добавить журнал изменений БД,Добавить восстановление пароля,InProgress,Medium,ivan,2026-04-11T00:00:00,2026-04-29T00:00:00,KAN-1910,3
1911,Проверить целостность данных,Добавить восстановление пароля,Review,Low,ivan|john,2026-04-05T00:00:00,2026-04-18T00:00:00,KAN-1911,3
1912,Добавить роли пользователей,Добавить проверку токена,InProgress,Low,maria|alex,2026-03-10T00:00:00,2026-03-27T00:00:00,KAN-1912,2
1913,Добавить метки задач,Исправить ошибку регистрации,InProgress,Medium,anna|alex,2026-03-23T00:00:00,2026-03-25T00:00:00,KAN-1913,1
1914,Добавить журнал отправленных уведомлений,Исправить нестабильное поведение функции,InProgress,Medium,ivan,2026-03-11T00:00:00,2026-03-31T00:00:00,KAN-1914,1
1915,Добавить обработку ошибок БД,Обновить механизм сессий,InProgress,High,olga,2026-01-17T00:00:00,,KAN-1915,5
1916,Добавить журнал изменений БД,Добавить обработку ошибок БД,ToDo,Low,john|maria,2026-04-09T00:00:00,2026-04-15T00:00:00,KAN-1916,5
1917,Оптимизировать транзакции,Оптимизировать отправку сообщений,ToDo,Low,john|anna,2026-02-06T00:00:00,,KAN-1917,1
1918,Добавить страницу настроек проекта,Исправить нестабильное поведение функции,InProgress,Low,anna,2026-04-07T00:00:00,,KAN-1918,3
1919,Улучшить производительность доски,Добавить страницу настроек проекта,InProgress,Medium,ivan,2026-02-23T00:00:00,2026-03-10T00:00:00,KAN-1919,3
1920,Интегрировать с внешними сервисами,Добавить страницу настроек проекта,InProgress,Medium,olga,2026-03-01T00:00:00,2026-03-09T00:00:00,KAN-1920,4
1921,Обновить интерфейс страницы,Улучшить проверку логина,InProgress,Medium,anna,2026-03-29T00:00:00,2026-03-30T00:00:00,KAN-1921,1
1922,Добавить индексы для таблиц,Добавить обработку ошибок БД,InProgress,Medium,ivan|anna,2026-03-01T00:00:00,2026-03-15T00:00:00,KAN-1922,4
1923,Реализовать новую функцию интерфейса,Пользователь может выполнить действие с некорректными данными,ToDo,Low,alex,2026-03-05T00:00:00,,KAN-1923,2
1924,Оптимизировать отправку сообщений,Реализовать новую функцию интерфейса,Review,Medium,anna,2026-01-03T00:00:00,,KAN-1924,2
1925,Исправить нестабильное поведение функции,Оптимизировать отправку сообщений,InProgress,Medium,john,2026-02-27T00:00:00,,KAN-1925,2
1926,Улучшить производительность доски,Реализовать поиск задач,InProgress,Medium,maria,2026-01-29T00:00:00,,KAN-1926,1
1927,Реализовать дополнительную бизнес-логику,Исправить проблему с блокировками,Review,Medium,maria|olga,2026-01-17T00:00:00,2026-01-20T00:00:00,KAN-1927,4
1928,Добавить обработку ошибок отправки,Обновить интерфейс страницы,Done,Low,maria|anna,2026-01-23T00:00:00,2026-01-30T00:00:00,KAN-1928,3
1929,Исправить проблему drag and drop,Исправить проблему drag and drop,ToDo,Medium,anna,2026-04-05T00:00:00,2026-04-06T00:00:00,KAN-1929,4
1930,Оптимизировать запросы базы данных,Добавить двухфакторную аутентификацию,InProgress,Low,ivan,2026-03-15T00:00:00,2026-03-24T00:00:00,KAN-1930,5
1931,Реализовать новую функцию интерфейса,Исправить загрузку аватаров,ToDo,Medium,anna,2026-02-10T00:00:00,2026-02-27T00:00:00,KAN-1931,1
1932,Добавить новые связи между таблицами,Добавить роли пользователей,InProgress,Medium,maria|olga,2026-02-16T00:00:00,,KAN-1932,4
1933,Обновить механизм сессий,Пользователь может выполнить действие с некорректными данными,ToDo,Medium,maria,2026-01-07T00:00:00,,KAN-1933,3
1934,Добавить комментарии к задачам,Реализовать поиск задач,Review,Low,ivan,2026-01-26T00:00:00,2026-02-15T00:00:00,KAN-1934,2
1935,Реализовать новую функцию интерфейса,Исправить проблему drag and drop,InProgress,Low,john|anna,2026-02-23T00:00:00,,KAN-1935,2
1936,Добавить журнал изменений БД,Реализовать шаблоны уведомлений,Done,Medium,maria,2026-02-22T00:00:00,2026-03-04T00:00:00,KAN-1936,5
1937,Добавить страницу настроек проекта,Добавить комментарии к задачам,Review,Medium,olga|ivan,2026-03-05T00:00:00,2026-03-09T00:00:00,KAN-1937,2
1938,Оптимизировать запросы базы данных,Добавить журнал отправленных уведомлений,Review,Medium,anna,2026-02-14T00:00:00,2026-02-18T00:00:00,KAN-1938,2
1939,Реализовать шаблоны уведомлений,Исправить загрузку аватаров,Review,Low,maria,2026-03-26T00:00:00,2026-04-12T00:00:00,KAN-1939,1
1940,Добавить уведомления,Иногда возникает ошибка при работе с API,Review,Low,anna|alex,2026-01-14T00:00:00,2026-01-23T00:00:00,KAN-1940,4
1941,Добавить страницу настроек проекта,Исправить нестабильное поведение функции,ToDo,High,john|olga,2026-01-27T00:00:00,,KAN-1941,5
1942,Исправить загрузку аватаров,Добавить журнал отправленных уведомлений,InProgress,Medium,anna,2026-03-02T00:00:00,2026-03-03T00:00:00,KAN-1942,2
1943,Реализовать отправку email,Исправить нестабильное поведение функции,InProgress,Medium,anna,2026-02-07T00:00:00,2026-02-18T00:00:00,KAN-1943,5
1944,Оптимизировать запросы базы данных,Добавить восстановление пароля,ToDo,High,john|maria,2026-02-16T00:00:00,,KAN-1944,3
1945,Добавить обработку ошибок отправки,Реализовать шаблоны уведомлений,Done,Low,john,2026-01-05T00:00:00,2026-01-22T00:00:00,KAN-1945,1
1946,Добавить журнал изменений БД,Реализовать обработку ошибок отправки,Done,Medium,ivan|alex,2026-01-27T00:00:00,2026-02-11T00:00:00,KAN-1946,5
1947,Реализовать дополнительную бизнес-логику,Реализовать кэширование запросов,InProgress,High,anna,2026-03-23T00:00:00,2026-03-23T00:00:00,KAN-1947,2
1948,Исправить загрузку аватаров,Иногда возникает ошибка при работе с API,ToDo,Low,john|olga,2026-01-11T00:00:00,2026-01-16T00:00:00,KAN-1948,2
1949,Оптимизировать отправку сообщений,Добавить обработку ошибок,InProgress,Low,alex|maria,2026-03-17T00:00:00,2026-03-24T00:00:00,KAN-1949,1
1950,Добавить обработку ошибок БД,Оптимизировать транзакции,Done,Medium,anna,2026-02-20T00:00:00,2026-03-06T00:00:00,KAN-1950,4
1951,Добавить журнал изменений БД,Добавить индексы для таблиц,InProgress,High,maria,2026-03-06T00:00:00,,KAN-1951,3
1952,Исправить нестабильное поведение функции,Исправить нестабильное поведение функции,InProgress,Low,olga|maria,2026-03-06T00:00:00,2026-03-17T00:00:00,KAN-1952,4
1953,Добавить страницу настроек проекта,Добавить настройку частоты уведомлений,Done,Low,olga,2026-02-20T00:00:00,2026-02-23T00:00:00,KAN-1953,1
1954,Добавить индексы для таблиц,Добавить настройку частоты уведомлений,InProgress,Medium,olga|alex,2026-02-01T00:00:00,,KAN-1954,2
